Caption,Category
Local butcher illegally killed a street dog. Action needed! #3182,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #9871,Vaccination
Looking to adopt a cute Labrador? Meet Coco at Lalitpur.,Adoption
Urgent help needed for injured stray puppy #6908,Help
Friendly German Shepherd named Simba available for adoption in Kathmandu.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8687,Vaccination
Poachers selling stray dogs in market,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #1514,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Dharan!,Illegal Activities
Puppy crying in pain at Pokhara. Please help!,Help
Report: Suspected poisoning of stray animals in Itahari. Authorities notified.,Illegal Activities
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Vaccination campaign for street dogs happening at Bhaktapur on August 1st.,Vaccination
Injured stray dog spotted near Bhaktapur. Immediate assistance needed!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2507,Vaccination
Looking to adopt a cute Stray? Meet Coco at Bhaktapur.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #3369,Adoption
Looking to adopt a 2-month-old vaccinated kitten #897,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #363,Vaccination
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Cat already vaccinated but needs checkup again,Vaccination
Local butcher illegally killed a street dog. Action needed! #7158,Illegal Activities
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Abandoned kitten found in Bhaktapur. Looking for a foster home.,Help
Looking to adopt a 2-month-old vaccinated kitten #3725,Adoption
Local butcher illegally killed a street dog. Action needed! #6942,Illegal Activities
Puppy crying in pain at Kathmandu. Please help!,Help
Puppy crying in pain at Itahari. Please help!,Help
Urgent help needed for injured stray puppy #1652,Help
Looking to adopt a 2-month-old vaccinated kitten #6917,Adoption
Injured stray dog spotted near Itahari. Immediate assistance needed!,Help
Injured stray dog spotted near Bhaktapur. Immediate assistance needed!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5243,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #9935,Vaccination
Urgent help needed for injured stray puppy #2204,Help
"Meet Simba, a lovable Beagle looking for a forever home in Itahari.",Adoption
Free rabies vaccination drive for stray animals at Bhaktapur on this weekend.,Vaccination
Urgent help needed for injured stray puppy #8228,Help
Looking to adopt a 2-month-old vaccinated kitten #8105,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3927,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #529,Adoption
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Adopt Luna and give them the loving family they deserve.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5393,Adoption
Illegal dog fighting ring uncovered in Bhaktapur. Investigation ongoing.,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5533,Adoption
Poachers selling stray dogs in market,Illegal Activities
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Wounded animal lying on the road at Itahari. Volunteers needed urgently!,Help
Free rabies vaccination drive for stray animals at Bhaktapur on Monday.,Vaccination
Looking to adopt a cute Pug? Meet Bella at Butwal.,Adoption
Friendly Stray named Charlie available for adoption in Lalitpur.,Adoption
Free rabies vaccination drive for stray animals at Bhaktapur on this weekend.,Vaccination
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Looking to adopt a 2-month-old vaccinated kitten #8893,Adoption
Friendly Pug named Bella available for adoption in Dharan.,Adoption
Urgent help needed for injured stray puppy #8236,Help
Adopt Max and give them the loving family they deserve.,Adoption
Urgent help needed for injured stray puppy #7060,Help
Injured stray dog spotted near Lalitpur. Immediate assistance needed!,Help
Illegal dog fighting ring uncovered in Dharan. Investigation ongoing.,Illegal Activities
Injured stray dog spotted near Kathmandu. Immediate assistance needed!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6979,Vaccination
Adopt Max and give them the loving family they deserve.,Adoption
Urgent help needed for injured stray puppy #5860,Help
Cruel treatment of animals reported near Butwal. Raise your voice!,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6270,Illegal Activities
Vaccination campaign for street dogs happening at Lalitpur on Tuesday.,Vaccination
Adopt Coco and give them the loving family they deserve.,Adoption
Free rabies vaccination drive for stray animals at Dharan on this weekend.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7363,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #5873,Adoption
Vaccination campaign for street dogs happening at Butwal on July 15th.,Vaccination
Friendly German Shepherd named Bella available for adoption in Lalitpur.,Adoption
Protect our strays: vaccination camp at Bhaktapur this Monday.,Vaccination
Local butcher illegally killed a street dog. Action needed! #1114,Illegal Activities
Friendly Stray named Coco available for adoption in Itahari.,Adoption
Local butcher illegally killed a street dog. Action needed! #9246,Illegal Activities
Urgent help needed for injured stray puppy #9548,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6203,Vaccination
Adopt Simba and give them the loving family they deserve.,Adoption
Injured stray dog spotted near Dharan. Immediate assistance needed!,Help
Join us for a community pet vaccination event in Itahari.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6287,Vaccination
Local butcher illegally killed a street dog. Action needed! #4322,Illegal Activities
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Puppy crying in pain at Bhaktapur. Please help!,Help
Wounded animal lying on the road at Butwal. Volunteers needed urgently!,Help
Local butcher illegally killed a street dog. Action needed! #7706,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6150,Illegal Activities
Urgent help needed for injured stray puppy #48,Help
Adopt Max and give them the loving family they deserve.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4393,Adoption
Injured stray dog spotted near Biratnagar. Immediate assistance needed!,Help
Local butcher illegally killed a street dog. Action needed! #6146,Illegal Activities
Cat already vaccinated but needs checkup again,Vaccination
Wounded animal lying on the road at Bhaktapur. Volunteers needed urgently!,Help
Local butcher illegally killed a street dog. Action needed! #2690,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #33,Adoption
Cruel treatment of animals reported near Biratnagar. Raise your voice!,Illegal Activities
Illegal dog fighting ring uncovered in Butwal. Investigation ongoing.,Illegal Activities
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Injured stray dog spotted near Pokhara. Immediate assistance needed!,Help
Local butcher illegally killed a street dog. Action needed! #9126,Illegal Activities
Looking to adopt a cute Beagle? Meet Charlie at Bhaktapur.,Adoption
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Free rabies vaccination drive for stray animals at Biratnagar on Monday.,Vaccination
Vaccination campaign for street dogs happening at Bhaktapur on August 1st.,Vaccination
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
Puppy crying in pain at Dharan. Please help!,Help
Local butcher illegally killed a street dog. Action needed in Lalitpur!,Illegal Activities
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Wounded animal lying on the road at Butwal. Volunteers needed urgently!,Help
Urgent help needed for injured stray puppy #6108,Help
Puppy crying in pain at Itahari. Please help!,Help
Urgent help needed for injured stray puppy #7220,Help
Free rabies vaccination for street dogs in Pokhara this weekend #9099,Vaccination
Wounded animal lying on the road at Butwal. Volunteers needed urgently!,Help
Vaccination campaign for street dogs happening at Pokhara on Tuesday.,Vaccination
Join us for a community pet vaccination event in Butwal.,Vaccination
Illegal dog fighting ring uncovered in Butwal. Investigation ongoing.,Illegal Activities
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Local butcher illegally killed a street dog. Action needed! #1746,Illegal Activities
Join us for a community pet vaccination event in Lalitpur.,Vaccination
Local butcher illegally killed a street dog. Action needed! #5062,Illegal Activities
"Meet Bella, a lovable Beagle looking for a forever home in Kathmandu.",Adoption
Cat available 4 adoption after rescue n treatment,Adoption
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Looking to adopt a 2-month-old vaccinated kitten #2269,Adoption
Adopt Luna and give them the loving family they deserve.,Adoption
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Local butcher illegally killed a street dog. Action needed! #1858,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3291,Vaccination
Urgent help needed for injured stray puppy #5528,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4371,Vaccination
Urgent help needed for injured stray puppy #5712,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8707,Vaccination
Local butcher illegally killed a street dog. Action needed! #1578,Illegal Activities
Free rabies vaccination drive for stray animals at Itahari on Tuesday.,Vaccination
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #4353,Adoption
Report: Suspected poisoning of stray animals in Lalitpur. Authorities notified.,Illegal Activities
Urgent help needed for injured stray puppy #6332,Help
Looking to adopt a 2-month-old vaccinated kitten #7465,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8355,Vaccination
Puppy crying in pain at Biratnagar. Please help!,Help
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Wounded animal lying on the road at Pokhara. Volunteers needed urgently!,Help
Local butcher illegally killed a street dog. Action needed! #9298,Illegal Activities
Vaccination campaign for street dogs happening at Pokhara on Monday.,Vaccination
Vaccination campaign for street dogs happening at Pokhara on this weekend.,Vaccination
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Looking to adopt a 2-month-old vaccinated kitten #3213,Adoption
Cat available 4 adoption after rescue n treatment,Adoption
Injured stray dog spotted near Biratnagar. Immediate assistance needed!,Help
"Adopshun needed 4 lil pup, very friendly!",Adoption
Vaccination campaign for street dogs happening at Bhaktapur on this weekend.,Vaccination
Local butcher illegally killed a street dog. Action needed! #9650,Illegal Activities
Friendly Labrador named Simba available for adoption in Kathmandu.,Adoption
