Caption,Category
Looking to adopt a cute Stray? Meet Coco at Lalitpur.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7747,Vaccination
Local butcher illegally killed a street dog. Action needed! #7766,Illegal Activities
Stray kitten offered for adoption without proper vaccination,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #537,Adoption
Looking to adopt a 2-month-old vaccinated kitten #1277,Adoption
Local butcher illegally killed a street dog. Action needed! #510,Illegal Activities
Cruel treatment of animals reported near Itahari. Raise your voice!,Illegal Activities
"Rescued stray vaccinated last week, adoption requests open",Adoption
Free rabies vaccination drive for stray animals at Dharan on Tuesday.,Vaccination
Urgent help needed for injured stray puppy #220,Help
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #3454,Illegal Activities
"Doggo injured and now vaccinated, waiting for new home 🐕",Vaccination
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
Cruel treatment of animals reported near Butwal. Raise your voice!,Illegal Activities
Stray dog vaccinated at camp but still needs HELP immediately 🙏,Help
Free rabies vaccination drive for stray animals at Biratnagar on Tuesday.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5447,Vaccination
Adopt Simba and give them the loving family they deserve.,Adoption
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Vaccinated puppy looking for adoption — needs caring home 🏠,Adoption
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
"Meet Coco, a lovable German Shepherd looking for a forever home in Itahari.",Adoption
Vaccination campaign for street dogs happening at Butwal on this weekend.,Vaccination
Urgent help needed for injured stray puppy #2712,Help
Urgent help needed for injured stray puppy #1184,Help
Illegal dog fighting ring uncovered in Itahari. Investigation ongoing.,Illegal Activities
Doggo looking for adoption after accident — needs medical help first 🐶💔,Help
Vaccination campaign for street dogs happening at Butwal on August 1st.,Vaccination
Urgent help needed for injured stray puppy #3336,Help
Join us for a community pet vaccination event in Bhaktapur.,Vaccination
Local butcher illegally killed a street dog. Action needed! #4298,Illegal Activities
Protect our strays: vaccination camp at Kathmandu this Monday.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #265,Adoption
Protect our strays: vaccination camp at Itahari this Tuesday.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6957,Adoption
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Urgent help needed for injured stray puppy #564,Help
"Kitten was injured but now healthy, ready for adoption 🐱",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3203,Vaccination
Local butcher illegally killed a street dog. Action needed! #3410,Illegal Activities
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
Urgent help needed for injured stray puppy #9108,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5595,Vaccination
Urgent help needed for injured stray puppy #6452,Help
"Dog rescued from abuse, available for adoption 🙏",Adoption
Looking to adopt a 2-month-old vaccinated kitten #7577,Adoption
"Meet Max, a lovable German Shepherd looking for a forever home in Itahari.",Adoption
Friendly Stray named Max available for adoption in Lalitpur.,Adoption
Local butcher illegally killed a street dog. Action needed! #6946,Illegal Activities
Protect our strays: vaccination camp at Biratnagar this July 15th.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #9819,Vaccination
Urgent help needed for injured stray puppy #9820,Help
Looking to adopt a 2-month-old vaccinated kitten #5765,Adoption
Local butcher illegally killed a street dog. Action needed in Butwal!,Illegal Activities
"Dog rescued from abuse, available for adoption 🙏",Adoption
"Meet Simba, a lovable Labrador looking for a forever home in Biratnagar.",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9523,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #5285,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8315,Vaccination
Looking to adopt a cute Stray? Meet Bella at Bhaktapur.,Adoption
Local butcher illegally killed a street dog. Action needed! #6642,Illegal Activities
Urgent help needed for injured stray puppy #6360,Help
Join us for a community pet vaccination event in Itahari.,Vaccination
"Kitten vaccinated after abuse case, help still needed for recovery",Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #307,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2961,Adoption
Local butcher illegally killed a street dog. Action needed! #2442,Illegal Activities
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
Local butcher illegally killed a street dog. Action needed! #8390,Illegal Activities
Adopt Simba and give them the loving family they deserve.,Adoption
Urgent help needed for injured stray puppy #5312,Help
Dog fighting and illegal adoption both spotted near town,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #4713,Adoption
Puppy crying in pain at Bhaktapur. Please help!,Help
Vaccinated puppy looking for adoption — needs caring home 🏠,Adoption
"Rescued dog was previously abused, report illegal breeder 🚨",Illegal Activities
Friendly German Shepherd named Coco available for adoption in Dharan.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7059,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6407,Vaccination
Urgent help needed for injured stray puppy #5880,Help
Wounded animal lying on the road at Pokhara. Volunteers needed urgently!,Help
Rescued puppy available for adoption after vaccination 💉,Vaccination
Friendly Stray named Luna available for adoption in Dharan.,Adoption
Wounded animal lying on the road at Bhaktapur. Volunteers needed urgently!,Help
Adopt Coco and give them the loving family they deserve.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9165,Adoption
Stray kitten offered for adoption without proper vaccination,Illegal Activities
Report: Suspected poisoning of stray animals in Pokhara. Authorities notified.,Illegal Activities
Vaccination campaign for street dogs happening at Dharan on July 15th.,Vaccination
"Dog previously part of illegal fighting ring, now up for adoption",Adoption
Local butcher illegally killed a street dog. Action needed in Dharan!,Illegal Activities
Injured stray dog spotted near Biratnagar. Immediate assistance needed!,Help
Dog fighting and illegal adoption both spotted near town,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6498,Illegal Activities
Report: Suspected poisoning of stray animals in Lalitpur. Authorities notified.,Illegal Activities
Looking to adopt a cute Persian? Meet Bella at Pokhara.,Adoption
Protect our strays: vaccination camp at Dharan this July 15th.,Vaccination
Free rabies vaccination drive for stray animals at Lalitpur on Monday.,Vaccination
Abandoned kitten found in Lalitpur. Looking for a foster home.,Help
Friendly Persian named Simba available for adoption in Kathmandu.,Adoption
Cruel treatment of animals reported near Pokhara. Raise your voice!,Illegal Activities
"Injured puppy already vaccinated, but still needs urgent help 😢",Help
Dog rescued from illegal breeder got vaccination this week,Vaccination
Free rabies vaccination drive for stray animals at Pokhara on Tuesday.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7863,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #895,Vaccination
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
Rescued puppy available for adoption after vaccination 💉,Vaccination
Adopt Max and give them the loving family they deserve.,Adoption
Stray dog vaccinated at camp but still needs HELP immediately 🙏,Help
Wounded animal lying on the road at Lalitpur. Volunteers needed urgently!,Help
Urgent help needed for injured stray puppy #5500,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8567,Vaccination
Report: Suspected poisoning of stray animals in Biratnagar. Authorities notified.,Illegal Activities
Urgent help needed for injured stray puppy #8864,Help
Urgent help needed for injured stray puppy #5536,Help
Local butcher illegally killed a street dog. Action needed! #6078,Illegal Activities
Cruel treatment of animals reported near Itahari. Raise your voice!,Illegal Activities
Puppy crying in pain at Itahari. Please help!,Help
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3453,Adoption
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Urgent help needed for injured stray puppy #8884,Help
Urgent help needed for injured stray puppy #3080,Help
"Rescued stray vaccinated last week, adoption requests open",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8487,Vaccination
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
"Animal abuse victim, please help, might need new home later",Help
Friendly Stray named Max available for adoption in Itahari.,Adoption
Stray kitten offered for adoption without proper vaccination,Illegal Activities
Doggo looking for adoption after accident — needs medical help first 🐶💔,Help
Urgent help needed for injured stray puppy #1244,Help
